Id,Prediction
1,1
2,1
3,0
4,1
5,1
6,1
7,1
8,1
9,1
10,0
11,1
12,1
13,1
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,1
27,1
28,1
29,0
30,0
31,0
32,0
33,1
34,1
35,1
36,0
37,0
38,1
39,1
40,1
41,0
42,0
43,0
44,1
45,1
46,1
47,0
48,1
49,1
50,0
51,0
52,0
53,0
54,1
55,0
56,1
57,0
58,1
59,1
60,1
61,1
62,1
63,1
64,0
65,1
66,0
67,1
68,0
69,0
70,0
71,0
72,0
73,1
74,1
75,0
76,1
77,0
78,1
79,0
80,0
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,0
91,0
92,0
93,0
94,1
95,0
96,0
97,1
98,0
99,0
100,1
101,1
102,0
103,0
104,1
105,1
106,0
107,1
108,1
109,0
110,0
111,1
112,1
113,0
114,0
115,0
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,0
124,0
125,0
126,0
127,1
128,1
129,1
130,1
131,0
132,0
133,0
134,1
135,1
136,0
137,1
138,1
139,1
140,0
141,1
142,0
143,1
144,0
145,0
146,1
147,1
148,1
149,0
150,0
151,0
152,0
153,1
154,1
155,0
156,1
157,0
158,1
159,1
160,0
161,1
162,1
163,1
164,1
165,0
166,1
167,1
168,1
169,1
170,1
171,1
172,0
173,1
174,0
175,1
176,1
177,0
178,1
179,1
180,0
181,0
182,0
183,1
184,0
185,1
186,0
187,1
188,1
189,0
190,1
191,1
192,1
193,0
194,1
195,0
196,0
197,0
198,1
199,1
200,0
201,1
202,1
203,0
204,1
205,1
206,0
207,0
208,0
209,1
210,1
211,1
212,0
213,1
214,0
215,0
216,0
217,0
218,0
219,0
220,1
221,1
222,1
223,0
224,0
225,1
226,0
227,0
228,0
229,1
230,0
231,1
232,0
233,0
234,1
235,1
236,1
237,1
238,0
239,0
240,1
241,1
242,0
243,0
244,1
245,0
246,0
247,0
248,0
249,0
250,1
251,0
252,0
253,0
254,0
255,0
256,1
257,0
258,1
259,1
260,1
261,0
262,0
263,1
264,1
265,1
266,1
267,0
268,1
269,1
270,0
271,1
272,0
273,0
274,0
275,1
276,0
277,0
278,0
279,1
280,0
281,1
282,0
283,1
284,1
285,0
286,0
287,1
288,0
289,0
290,1
291,0
292,1
293,1
294,0
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,0
303,0
304,0
305,0
306,0
307,1
308,1
309,1
310,1
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,1
320,0
321,0
322,0
323,1
324,1
325,1
326,1
327,1
328,0
329,0
330,0
331,1
332,1
333,1
334,0
335,1
336,0
337,0
338,0
339,0
340,0
341,1
342,1
343,0
344,1
345,1
346,0
347,1
348,1
349,0
350,1
351,0
352,1
353,1
354,0
355,1
356,1
357,0
358,1
359,1
360,0
361,0
362,1
363,1
364,1
365,0
366,1
367,0
368,1
369,0
370,0
371,0
372,0
373,0
374,1
375,1
376,1
377,0
378,1
379,0
380,0
381,0
382,0
383,1
384,0
385,1
386,1
387,0
388,1
389,0
390,0
391,0
392,1
393,0
394,0
395,1
396,0
397,0
398,0
399,0
400,0
401,1
402,0
403,1
404,1
405,1
406,0
407,0
408,1
409,0
410,0
411,0
412,1
413,1
414,0
415,0
416,1
417,1
418,1
419,1
420,1
421,0
422,1
423,0
424,1
425,0
426,1
427,0
428,1
429,0
430,0
431,1
432,0
433,0
434,0
435,0
436,0
437,0
438,1
439,0
440,0
441,1
442,0
443,0
444,1
445,0
446,0
447,0
448,1
449,1
450,0
451,1
452,1
453,1
454,1
455,0
456,0
457,0
458,0
459,1
460,1
461,0
462,0
463,0
464,1
465,1
466,1
467,0
468,1
469,0
470,0
471,1
472,0
473,0
474,0
475,1
476,0
477,1
478,1
479,1
480,0
481,1
482,0
483,0
484,0
485,0
486,1
487,0
488,1
489,1
490,0
491,0
492,0
493,1
494,0
495,1
496,1
497,0
498,0
499,1
500,0
501,1
502,1
503,0
504,0
505,1
506,0
507,0
508,1
509,1
510,0
511,0
512,0
513,1
514,0
515,0
516,1
517,1
518,0
519,0
520,0
521,1
522,0
523,0
524,1
525,1
526,0
527,1
528,1
529,0
530,0
531,1
532,0
533,0
534,0
535,1
536,1
537,1
538,1
539,1
540,0
541,1
542,1
543,1
544,1
545,1
546,0
547,0
548,0
549,1
550,0
551,0
552,1
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,1
562,1
563,0
564,0
565,0
566,1
567,1
568,1
569,0
570,0
571,1
572,0
573,0
574,1
575,1
576,0
577,1
578,1
579,1
580,0
581,0
582,1
583,0
584,0
585,0
586,0
587,0
588,1
589,1
590,1
591,0
592,0
593,1
594,1
595,0
596,1
597,1
598,1
599,1
600,0
601,1
